# id: cet6-core
# title: CET-6 重点词
# exam: CET-6
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-6 重点词，用于进阶强化与冲刺。
# accent: cobalt
kind	term	pronunciation	meaning	phrases	example	tags
word	degrade	[dɪˈɡreɪd]	v. 1. 使降级，降低，2. 有辱…的人格，使丢脸		Try to recall "degrade" before checking the answer.	core,official
word	deliberate 1	[dɪˈlɪbərət]	adj. 1. 有意的，故意的 2. 从容不迫的，审慎的		Try to recall "deliberate 1" before checking the answer.	core,official
word	deliberate 2	[dɪˈlɪbəreɪt]	v. 仔细考虑，商议		Try to recall "deliberate 2" before checking the answer.	core,official
word	delicate	[ˈdelɪkət]	adj. 1. 易碎的，娇弱的 2. 精密的，精致的 3. 微妙的 4. 清香的，清淡的		Try to recall "delicate" before checking the answer.	core,official
word	demand	[dɪˈmɑːnd]	v. &n. 要求，请求，需求		Try to recall "demand" before checking the answer.	core,official
word	demonstrate	[ˈdemənstreɪt]	v. 证明，示范，参加示威游行		Try to recall "demonstrate" before checking the answer.	core,official
word	denial	[dɪˈnaɪəl]	n. 否认，拒绝，抛弃		Try to recall "denial" before checking the answer.	core,official
word	denote	[dɪˈnəʊt]	v. 指示，表示，意思是		Try to recall "denote" before checking the answer.	core,official
word	denounce	[dɪˈnaʊns]	v. 指责，痛斥，告发		Try to recall "denounce" before checking the answer.	core,official
word	dentist	[ˈdentɪst]	n. 牙科医生		Try to recall "dentist" before checking the answer.	core,official
word	deny	[dɪˈnaɪ]	v. 否认，拒绝承认，不准		Try to recall "deny" before checking the answer.	core,official
word	depict	[dɪˈpɪkt]	v. (用图画、文字)表示，描述，描绘		Try to recall "depict" before checking the answer.	core,official
word	deport	[dɪˈpɔːt]	v. 把(外国人)驱逐出境		Try to recall "deport" before checking the answer.	core,official
word	depress	[dɪˈpres]	v. 1. 使消沉，使抑郁，使萧条 2. 压下，按下 3. 削弱，降低		Try to recall "depress" before checking the answer.	core,official
word	depression	[dɪˈpreʃən]	n. 1. 沮丧，抑郁，萧条(期) 2. 凹地，洼地，低压(地区)		Try to recall "depression" before checking the answer.	core,official
word	deprive	[dɪˈpraɪv]	v. 剥夺，使丧失，使不能做 deprivation		Try to recall "deprive" before checking the answer.	core,official
word	derive	[dɪˈraɪv]	v. 1. 取得，得到 2. 追溯…的起源(由来)，衍生 3. 推论出，引申出		Try to recall "derive" before checking the answer.	core,official
word	descend	[dɪˈsend]	v. 1. 下降，下跌，落下 2. 递减 3. 袭击，突然访问 4. 祖传，起源于，是…的后裔		Try to recall "descend" before checking the answer.	core,official
word	descendant	[dɪˈsendənt]	n. 后裔，子孙 adj. 下降的，派生的，(从祖先)传下的		Try to recall "descendant" before checking the answer.	core,official
word	descent	[dɪˈsent]	n. 1. 下降，下来 2. 下倾，斜坡 3. 血统，世袭，遗传 4. 袭击，突然的访问		Try to recall "descent" before checking the answer.	core,official
word	describe	[dɪˈskraɪb]	v. 1. 叙述，描写，形容 2. 描绘，画，把…说成		Try to recall "describe" before checking the answer.	core,official
word	deserve	[dɪˈzɜːv]	v. 应得，应受，值得		Try to recall "deserve" before checking the answer.	core,official
word	design	[dɪˈzaɪn]	n. & v. 1. 设计，图样，图案 2. 计划，图谋，打算 3. 构思，方案		Try to recall "design" before checking the answer.	core,official
word	designate	[ˈdezɪɡneɪt]	v. 1·标出，指明，称呼 2. 指派，任命 adj. 已受委派(当选)而尚未就职的，候任的		Try to recall "designate" before checking the answer.	core,official
word	desirable	[dɪˈzaɪərəbl]	adj. 理想的，值得拥有的，可取的		Try to recall "desirable" before checking the answer.	core,official
word	desire	[dɪˈzaɪə]	n. & v. 1. 意欲，渴望，愿望 2. 要求，请求		Try to recall "desire" before checking the answer.	core,official
word	despise	[dɪˈspaɪz]	v. 鄙视，蔑视，轻视		Try to recall "despise" before checking the answer.	core,official
word	despite	[dɪˈspaɪt]	n. 1. 侮辱，伤害 2. 恶意，怨恨 prep. 尽管，不顾，虽然		Try to recall "despite" before checking the answer.	core,official
word	destination	[ˌdestɪˈneɪʃən]	n. 终点，目的地，目标		Try to recall "destination" before checking the answer.	core,official
word	destined	[ˈdestɪnd]	adj. 命中注定的，预定的		Try to recall "destined" before checking the answer.	core,official
word	destiny	[ˈdestɪnɪ]	n. 命运，天命		Try to recall "destiny" before checking the answer.	core,official
word	destruction	[dɪˈstrʌkʃən]	n. 毁坏， 毁灭，消灭		Try to recall "destruction" before checking the answer.	core,official
word	destructive	[dɪˈstrʌktɪv]	adj. 破坏(性)的，毁灭(性)的，非建设性的		Try to recall "destructive" before checking the answer.	core,official
word	detach	[dɪˈtætʃ]	v. 拆卸，使分离，派遣		Try to recall "detach" before checking the answer.	core,official
word	detail	[ˈdiːteɪl]	n. 1. 细节，琐事，详述 2. 分配，(人员的)选派 3. 选派的人(小组、分队等) || go into detail(s)详细叙述，逐一说明 /in detail①详细地②逐渐地 v. 详细说明，派遣		Try to recall "detail" before checking the answer.	core,official
word	detain	[dɪˈteɪn]	v. 拘留，扣押，耽搁		Try to recall "detain" before checking the answer.	core,official
word	detect	[dɪˈtekt]	v. 发现，查明，测出		Try to recall "detect" before checking the answer.	core,official
word	detection	[diˈtekʃәn]	n. 发现，察觉，探测		Try to recall "detection" before checking the answer.	core,official
word	detective	[dɪˈtektɪv]	n. 1. 侦探 2. 发现者，探测者 adj. (关于)侦探的，探测(用)的		Try to recall "detective" before checking the answer.	core,official
word	deteriorate	[dɪˈtɪərɪəreɪt]	v. 恶化，(使)变坏，退化		Try to recall "deteriorate" before checking the answer.	core,official
word	deviate	[ˈdiːvɪeɪt]	v. 背离，偏离，越(轨)		Try to recall "deviate" before checking the answer.	core,official
word	device	[dɪˈvaɪs]	n. 1. 装置，器具，仪器 2. 手段，策略，诡计 3. 手法，技巧，图案 || leave to one’s own devices听任…自便，让…自行发展		Try to recall "device" before checking the answer.	core,official
word	devise	[dɪˈvaɪz]	v. 计划，发明，设计		Try to recall "devise" before checking the answer.	core,official
word	devote	[dɪˈvəʊt]	v. 奉献，把…专用于 || devote oneself to 献身于，致力于， 沉溺于		Try to recall "devote" before checking the answer.	core,official
word	diagnose	[ˈdaɪəɡnəʊz]	v. 诊断(疾病)，判断，调查分析(问题等的)原因(性质)		Try to recall "diagnose" before checking the answer.	core,official
word	dictate	[dɪkˈteɪt]	v. 1. 口述，(使)听写 2. 命令，强行规定 3. 支配，驱使		Try to recall "dictate" before checking the answer.	core,official
word	differentiate	[ˌdɪfəˈrenʃɪeɪt]	v. 区分，(使)不同，构成…间的差别		Try to recall "differentiate" before checking the answer.	core,official
word	diffuse	[dɪˈfjuːz]	v. 1. 扩散，(使)四散，弥漫 2. 传播，散步 adj. 1. 弥漫的，四散的 2. (文章等)冗长的		Try to recall "diffuse" before checking the answer.	core,official
word	digest	[daɪˈdʒest, dɪˈdʒest]	v. 1. 消化(食物) 2. (经反复思考)吸收，领悟，理解 3. 整理，压缩，节略 n. 摘要，文摘，汇编		Try to recall "digest" before checking the answer.	core,official
word	dignity	[ˈdɪɡnətɪ]	n. 1. 尊严，高贵，体面 2. 庄严，端庄 3. 官阶，职位 || beneath one's dignity有失某人身份(体面) /stand on one's dignity坚持受到应有的礼遇，保持尊严		Try to recall "dignity" before checking the answer.	core,official
word	dilemma	[dɪˈlemə]	n. (进退两难的)窘境，困境，进退维谷		Try to recall "dilemma" before checking the answer.	core,official
word	diligent	[ˈdɪlɪdʒənt]	adj. 勤勉的，勤奋的，坚持不懈的		Try to recall "diligent" before checking the answer.	core,official
word	dilute	[daɪˈljuːt]	v. 1. 稀释，冲淡 2. 削弱，减轻 adj. 经稀释的，淡的，减弱了的		Try to recall "dilute" before checking the answer.	core,official
word	dim	[dɪm]	adj. 1. 暗淡的，昏暗的 2. 模糊不清的，朦胧的 3. 迟钝的，愚蠢的 v. 使暗淡，(使)变模糊，(使)失去光泽		Try to recall "dim" before checking the answer.	core,official
word	dimension	[daiˈmenʃәn]	n. 维数，尺寸，面积 v. 标出尺寸		Try to recall "dimension" before checking the answer.	core,official
word	diminish	[dɪˈmɪnɪʃ]	v. 1. 减少，(使)减小，降低 2. 贬低，使降级，削弱		Try to recall "diminish" before checking the answer.	core,official
word	dine	[daɪn]	v. 进正餐，用膳，宴请		Try to recall "dine" before checking the answer.	core,official
word	diploma	[dɪˈpləʊmə]	n. 毕业文凭，学位证书		Try to recall "diploma" before checking the answer.	core,official
word	diplomat	[ˈdɪpləmæt]	n. 外交家，外交官		Try to recall "diplomat" before checking the answer.	core,official
word	directory	[dɪˈrektərɪ]	n. 1. 人名地址录，工商行名录，电话号码簿 2. 董事会 3. 指南		Try to recall "directory" before checking the answer.	core,official
word	disable	[dɪsˈeɪbl]	v. 使丧失能力，(常用被动语态)使伤残		Try to recall "disable" before checking the answer.	core,official
word	disaster	[dɪˈzɑːstə]	n. 1. 灾难，大祸，大不幸 2. 彻底的失败 3. 祸患		Try to recall "disaster" before checking the answer.	core,official
word	disastrous	[dɪˈzɑːstrəs]	adj. 灾难性的，极不幸的，极坏的		Try to recall "disastrous" before checking the answer.	core,official
word	discard	[dɪˈskɑːd]	v. 丢掉，舍弃		Try to recall "discard" before checking the answer.	core,official
word	discern	[dɪˈsɜːn]	v. 看出，了解，识别		Try to recall "discern" before checking the answer.	core,official
word	discharge	[dɪsˈtʃɑːdʒ]	v. &n. 1. 允许…离开，释放，开除 2. 发射，击发(枪、炮等) 3. 派出，放出，发泄 4. 卸(货)，下(客) 5. 完成，履行		Try to recall "discharge" before checking the answer.	core,official
word	discipline	[ˈdɪsɪplɪn]	n. 1. 训练，纪律，行为准则 2. 克制，规章制度，管教 3. 处罚，惩罚 4. 学科，科目 v. 训练，控制，惩罚		Try to recall "discipline" before checking the answer.	core,official
word	disclose	[dɪsˈkləʊz]	v. 1. (使)显露，揭露，泄露 2. 公开，表明，说出		Try to recall "disclose" before checking the answer.	core,official
word	discount	[dɪsˈkaʊnt]	v. 怀疑地看待，漠视，低估 [ˈdɪskaʊnt] n. (打)折扣 || at a discount打折扣		Try to recall "discount" before checking the answer.	core,official
word	discreet	[dɪˈskriːt]	adj. (言行)谨慎的，慎重的，不显眼的		Try to recall "discreet" before checking the answer.	core,official
word	discrepancy	[dɪˈskrepənsɪ]	n. 差异，不符合		Try to recall "discrepancy" before checking the answer.	core,official
word	discrete	[dɪˈskriːt]	adj. 个别的，分离的，不连续的		Try to recall "discrete" before checking the answer.	core,official
word	discriminate	[dɪˈskrɪmɪneɪt]	v. 区别，辨别，有差别的对待 adj. 有区别的，有差别的，有识别力的		Try to recall "discriminate" before checking the answer.	core,official
word	disease	[dɪˈziːz]	n. 疾病，弊病，病害 v. 使有病，使不健全		Try to recall "disease" before checking the answer.	core,official
word	disguise	[dɪsˈɡaɪz]	v. &n. 假扮，伪装，掩盖		Try to recall "disguise" before checking the answer.	core,official
word	disgust	[dɪsˈɡʌst]	n. 厌恶，恶心，作呕 v. 使讨厌，使厌恶，使作呕		Try to recall "disgust" before checking the answer.	core,official
word	dismay	[dɪsˈmeɪ]	v. (使)惊恐，使沮丧，使绝望		Try to recall "dismay" before checking the answer.	core,official
word	dismiss	[dɪsˈmɪs]	v. 1. 免…之职，解雇 2. 让…离开，遣散 3. 不理会，抛弃，不认真考虑		Try to recall "dismiss" before checking the answer.	core,official
word	disorder	[dɪsˈɔːdə]	n. 1. 杂乱，混乱 2. 散乱，骚动 3. 失调，不适 v. 1. 使零乱，扰乱 2. 使失调，使不适		Try to recall "disorder" before checking the answer.	core,official
word	dispatch	[disˈpætʃ]	v. 派遣 n. 派遣，急件		Try to recall "dispatch" before checking the answer.	core,official
word	disperse	[dɪˈspɜːs]	v. (使)分散，驱散，疏散		Try to recall "disperse" before checking the answer.	core,official
word	displace	[dɪsˈpleɪs]	v. 1. 移置，使脱离正常位置 2. 替代		Try to recall "displace" before checking the answer.	core,official
word	display	[dɪˈspleɪ]	v. 陈列，展示，展览		Try to recall "display" before checking the answer.	core,official
word	disposal	[dɪˈspəʊzl]	n. 1. 清除，销毁，丢掉 2. 处置，处理，布置 || at sb’s disposal; in sb’s disposal任某人处理，任某人支配		Try to recall "disposal" before checking the answer.	core,official
word	dispose	[dɪˈspəʊz]	v. 1. 排列，配置 2. 清除，销毁 3. 安排，处理 4. 使倾向于 ||dispose of①丢掉，清除②赠送，卖掉③处理，解决		Try to recall "dispose" before checking the answer.	core,official
word	disposition	[ˌdɪspəˈzɪʃən]	n. 性格，性情		Try to recall "disposition" before checking the answer.	core,official
word	disregard	[ˌdɪsrɪˈɡɑːd]	v. &n. 不理会，不顾，忽视		Try to recall "disregard" before checking the answer.	core,official
word	disrupt	[dɪsˈrʌpt]	v. 扰乱，破坏		Try to recall "disrupt" before checking the answer.	core,official
word	dissipate	[ˈdisipeit]	v. 1. 散失，驱散 2. 浪费 3. 放荡		Try to recall "dissipate" before checking the answer.	core,official
word	distill	[disˈtil]	v. 1. 蒸馏 2. 提炼		Try to recall "distill" before checking the answer.	core,official
word	distinct	[dɪˈstɪŋkt]	adj. 1. 不同的，个别的，单独的 2. 清晰的，分明的，确实的		Try to recall "distinct" before checking the answer.	core,official
